"preset","siteId","kind","hostname","resolvedIpHash","ipVersion","matchedRule","matchedRuleSet","route","dns","protocol","generation","eventCount"
"russia","wildberries","dns","basket-29.wbbasket.ru","hmac-sha256:87d85fd0419c3d02fc5459b4afc999c3","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","route","basket-23.wbbasket.ru","hmac-sha256:cf16907bd57d7887c93ee74d58e84df1","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","wildberries","route","basket-12.wbbasket.ru","hmac-sha256:436a39fe25c9568a09fb64a2b255de31","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","QUIC/UDP","1785483079407003","1"
"russia","wildberries","route","basket-29.wbbasket.ru","hmac-sha256:11f92b371978a5eddd3c471d2e4f0bf8","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","wildberries","dns","basket-24.wbbasket.ru","","","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","wildberries","route","basket-37.wbbasket.ru","hmac-sha256:431e0a253e54d022cce44c1979f0e3af","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","wildberries","route","basket-24.wbbasket.ru","hmac-sha256:bfb38e7b33996a8f31851082d6b45369","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","wildberries","dns","data-checker.wildberries.ru","","","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","wildberries","dns","data-checker.wildberries.ru","","","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","wildberries","dns","data-checker.wildberries.ru","hmac-sha256:06637256aa79d6e535a8c14e0ddb3136","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","dns","data-checker.wildberries.ru","hmac-sha256:1506b6d81762861cb294090830217dec","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","dns","data-checker.wildberries.ru","hmac-sha256:374a3820b8fe29f1f6caef8f0628b9c9","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","route","data-checker.wildberries.ru","hmac-sha256:06637256aa79d6e535a8c14e0ddb3136","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","wildberries","dns","cdn.wbbasket.ru","","","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","wildberries","dns","cdn.wbbasket.ru","","","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","wildberries","dns","cdn.wbbasket.ru","hmac-sha256:fee2df991d99639b6172150e2173721f","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","dns","cdn.wbbasket.ru","hmac-sha256:d9564313241ba0c5ff09e50388c61a84","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","dns","cdn.wbbasket.ru","hmac-sha256:d5714feb6d42d0b7093203841b903ffb","IPv4","dns[4]:route","zeon-ru-wildberries","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","wildberries","route","cdn.wbbasket.ru","hmac-sha256:fee2df991d99639b6172150e2173721f","IPv4","route[7]:route","zeon-ru-wildberries","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","wildberries","dns","acollector.wb.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","4"
"russia","wildberries","dns","acollector.wb.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","8"
"russia","wildberries","dns","acollector.wb.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","8"
"russia","wildberries","route","cbr.ru","hmac-sha256:e2494572cce0735628ecc3886e8e812a","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","ozon","dns","www.ozon.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","4"
"russia","ozon","dns","www.ozon.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","ozon","dns","www.ozon.ru","hmac-sha256:b5667c75010e3af6ae0a687cd9464cb5","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","4"
"russia","ozon","dns","www.ozon.ru","hmac-sha256:76fb2a7ba346cd54b92ec6648588bab4","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","4"
"russia","ozon","route","www.ozon.ru","hmac-sha256:b5667c75010e3af6ae0a687cd9464cb5","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","ozon","route","www.ozon.ru","hmac-sha256:b5667c75010e3af6ae0a687cd9464cb5","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","QUIC/UDP","1785483079407003","1"
"russia","ozon","dns","cdn1.ozonusercontent.com","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","ozon","dns","cdn1.ozonusercontent.com","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","ozon","dns","cdn1.ozonusercontent.com","hmac-sha256:c05cb3cc986b542b9c514883154e40c6","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","ozon","dns","cdn1.ozonusercontent.com","hmac-sha256:a389a53fb0344424ce443369cf4b25ee","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","ozon","route","cdn1.ozonusercontent.com","hmac-sha256:c05cb3cc986b542b9c514883154e40c6","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","3"
"russia","ozon","route","cdn1.ozonusercontent.com","hmac-sha256:a389a53fb0344424ce443369cf4b25ee","IPv4","route[8]:route","zapret-ru-domains","DIRECT","REMOTE","QUIC/UDP","1785483079407003","2"
"russia","ozon","route","cdn1.ozonusercontent.com","hmac-sha256:c05cb3cc986b542b9c514883154e40c6","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","QUIC/UDP","1785483079407003","1"
"russia","ozon","dns","p.ozon.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","ozon","dns","p.ozon.ru","hmac-sha256:3b3f5085e73eff76e9d459192ba280da","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","ozon","dns","p.ozon.ru","hmac-sha256:88cf9780d8a7f08f7332daafe6f081cd","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","ozon","dns","p.ozon.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","ozon","route","p.ozon.ru","hmac-sha256:3b3f5085e73eff76e9d459192ba280da","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","ozon","dns","xapi.ozon.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","ozon","dns","xapi.ozon.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","ozon","dns","xapi.ozon.ru","hmac-sha256:3b3f5085e73eff76e9d459192ba280da","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","ozon","dns","xapi.ozon.ru","hmac-sha256:88cf9780d8a7f08f7332daafe6f081cd","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","ozon","route","xapi.ozon.ru","hmac-sha256:3b3f5085e73eff76e9d459192ba280da","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","3"
"russia","ozon","route","xapi.ozon.ru","hmac-sha256:3b3f5085e73eff76e9d459192ba280da","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","QUIC/UDP","1785483079407003","1"
"russia","avito","dns","www.avito.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","www.avito.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","www.avito.ru","hmac-sha256:063a668bf7345cc65511d2aad630adc4","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","avito","dns","www.avito.ru","hmac-sha256:3cd3c50f7c9260df40164376bda2f035","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","avito","dns","www.avito.ru","hmac-sha256:4c47359aa903e988da355ad58ae32ef4","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","avito","route","www.avito.ru","hmac-sha256:063a668bf7345cc65511d2aad630adc4","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","avito","dns","m.avito.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","m.avito.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","m.avito.ru","hmac-sha256:8aee23f12d1e8bf6b45ba7ff64794617","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","avito","dns","m.avito.ru","hmac-sha256:f624a715afb15aa28726ceca369ea770","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","avito","dns","m.avito.ru","hmac-sha256:1dbac0a348fee8fe1b962418edc8be73","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","avito","route","m.avito.ru","hmac-sha256:8aee23f12d1e8bf6b45ba7ff64794617","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","avito","dns","core-renderer-tiles.maps.yandex.net","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","avito","dns","core-renderer-tiles.maps.yandex.net","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","core-renderer-tiles.maps.yandex.net","hmac-sha256:0ae4e70ddfdaa4f1c4f0086946fea5b4","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","route","core-renderer-tiles.maps.yandex.net","hmac-sha256:0ae4e70ddfdaa4f1c4f0086946fea5b4","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","avito","dns","90.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","80.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","90.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","www.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","stats.avito.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","74"
"russia","avito","dns","stats.avito.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","147"
"russia","avito","dns","stats.avito.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","148"
"russia","avito","dns","80.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","www.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","80.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","www.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","route","www.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","7"
"russia","avito","dns","90.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","avito.st","hmac-sha256:8a4adc2ddc4854bb8d2f6b03a40371ac","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","avito.st","hmac-sha256:ada153150d63b70d6bebad9c8fd33208","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","avito.st","hmac-sha256:11f7c7ae3dbeebdc88343a24bd96e767","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","route","90.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","2"
"russia","avito","dns","avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","route","avito.st","hmac-sha256:8a4adc2ddc4854bb8d2f6b03a40371ac","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","6"
"russia","avito","dns","70.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","60.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","60.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","60.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","70.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","70.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","00.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","00.img.avito.st","hmac-sha256:d58aa97fdd3e268ba936aa049116e893","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","50.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","10.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","10.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","50.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","10.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","00.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","route","00.img.avito.st","hmac-sha256:d58aa97fdd3e268ba936aa049116e893","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","2"
"russia","avito","dns","40.img.avito.st","hmac-sha256:8721f7a87bf60a3609d4a906fc71ff98","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","40.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","dns","40.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","50.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","route","90.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","QUIC/UDP","1785483079407003","1"
"russia","avito","route","60.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","QUIC/UDP","1785483079407003","1"
"russia","avito","route","80.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","1"
"russia","avito","route","70.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","1"
"russia","avito","dns","sntr.avito.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","avito","route","40.img.avito.st","hmac-sha256:8721f7a87bf60a3609d4a906fc71ff98","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","1"
"russia","avito","dns","sntr.avito.ru","hmac-sha256:379a3ab1f48f4aad069b49f5f0f5207c","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","sntr.avito.ru","hmac-sha256:3f40d4be31060b1a89bd9e5bf382138c","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","sntr.avito.ru","hmac-sha256:7dd6982b64c2fb7269346a09c051d749","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","sntr.avito.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","route","sntr.avito.ru","hmac-sha256:379a3ab1f48f4aad069b49f5f0f5207c","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","avito","dns","30.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","2"
"russia","avito","dns","30.img.avito.st","hmac-sha256:8721f7a87bf60a3609d4a906fc71ff98","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","dns","30.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","2"
"russia","avito","route","30.img.avito.st","hmac-sha256:8721f7a87bf60a3609d4a906fc71ff98","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","1"
"russia","avito","dns","20.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/AAAA","1785483079407003","1"
"russia","avito","dns","20.img.avito.st","","","dns[6]:route","","VPN","REMOTE","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","20.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","dns[6]:route","","VPN","REMOTE","DNS/A","1785483079407003","2"
"russia","avito","route","20.img.avito.st","hmac-sha256:336f89d9c5fbba4f40e7acfa542008f4","IPv4","route[9]:route","zapret-ru-ip","DIRECT","REMOTE","TLS/TCP","1785483079407003","1"
"russia","avito","dns","yandex.ru","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","avito","dns","yandex.ru","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","yandex.ru","hmac-sha256:bb555a46eeb51789d7deef0e34749c23","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","yandex.ru","hmac-sha256:7d82be72df8019e88de8bfbf3db041a8","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","yandex.ru","hmac-sha256:83171d37ebdd9b2a298ff52f2e51e3f1","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","route","yandex.ru","hmac-sha256:bb555a46eeb51789d7deef0e34749c23","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","avito","dns","cs.avito.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","64"
"russia","avito","dns","cs.avito.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","32"
"russia","avito","dns","cs.avito.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","63"
"russia","avito","dns","avatars.mds.yandex.net","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","avatars.mds.yandex.net","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","avito","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","12"
"russia","avito","dns","yastatic.net","hmac-sha256:97a22d4efb59331b7da73906ccc4eddd","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","yastatic.net","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/AAAA","1785483079407003","1"
"russia","avito","dns","yastatic.net","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","avito","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","11"
"russia","avito","dns","avatars.mds.yandex.net","hmac-sha256:d655ac67da1418e47e8f5c50e1965566","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","avatars.mds.yandex.net","hmac-sha256:ab2bfba4b99e2bcffc244ead70ff0e89","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","avatars.mds.yandex.net","hmac-sha256:7219c7a302ec2304e909eb1f43d8223b","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","1"
"russia","avito","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/HTTPS","1785483079407003","5"
"russia","avito","route","yastatic.net","hmac-sha256:97a22d4efb59331b7da73906ccc4eddd","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","7"
"russia","avito","route","avatars.mds.yandex.net","hmac-sha256:d655ac67da1418e47e8f5c50e1965566","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","megamarket","dns","megamarket.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/AAAA","1785483079407003","6"
"russia","megamarket","dns","megamarket.ru","","","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","megamarket","dns","megamarket.ru","hmac-sha256:5692f65de6850961177b189925ff5c63","IPv4","dns[5]:route","zapret-ru-domains","DIRECT","DIRECT","DNS/A","1785483079407003","6"
"russia","megamarket","route","megamarket.ru","hmac-sha256:5692f65de6850961177b189925ff5c63","IPv4","route[8]:route","zapret-ru-domains","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","yandex_market","dns","market.yandex.ru","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/AAAA","1785483079407003","2"
"russia","yandex_market","dns","market.yandex.ru","","","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/HTTPS","1785483079407003","1"
"russia","yandex_market","dns","market.yandex.ru","hmac-sha256:1686ead2b8b3bff726a2d779d01ef60f","IPv4","dns[3]:route","zeon-ru-yandex","DIRECT","DIRECT","DNS/A","1785483079407003","2"
"russia","yandex_market","route","market.yandex.ru","hmac-sha256:1686ead2b8b3bff726a2d779d01ef60f","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","yandex_market","route","yastatic.net","hmac-sha256:97a22d4efb59331b7da73906ccc4eddd","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","2"
"russia","yandex_market","route","avatars.mds.yandex.net","hmac-sha256:d655ac67da1418e47e8f5c50e1965566","IPv4","route[6]:route","zeon-ru-yandex","DIRECT","DIRECT","TLS/TCP","1785483079407003","1"
"russia","yandex_market","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/AAAA","1785483079407003","16"
"russia","yandex_market","dns","mc.yandex.ru","","","dns[2]:predefined","ru-adlist-hardcoded,geosite-ads,geosite-malware,geosite-phishing,geosite-cryptominers","BLOCK","BLOCK","DNS/A","1785483079407003","16"
